,player_id,name,club,league,height_cm,weight_kg,position,foot,country,age,PD_Info,Goals Against,Shots on Target Against,Saves,Save%,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,PSxG,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted,Throws Attempted,Launch%,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
69,8778c910,Manuel Neuer,Bayern Munich,Bundesliga,193,92,Goalkeeper,Right,Germany,35.74,Manuel Neuer - 35.74 - Bayern Munich,1.0,3.24,2.22,69.1,0.8,0.07,0.13,0.39,39.1,0.04,0.0,0.02,0.02,100.0,0.0,0.09,0.0,0.93,0.28,-0.07,6.37,10.72,59.4,35.85,5.57,27.2,31.0,5.59,17.1,28.3,6.65,0.41,6.2,1.5,19.1
70,c1242d4e,Stefan Ortega,Arminia,Bundesliga,186,88,Goalkeeper,Right,,29.14,Stefan Ortega - 29.14 - Arminia,1.38,4.84,3.62,74.9,0.22,0.38,0.41,0.35,35.1,0.16,0.16,0.0,0.0,0.0,0.0,0.14,0.03,1.44,0.27,0.08,14.86,30.84,48.2,46.49,2.86,54.7,45.2,8.27,65.7,52.9,9.59,0.78,8.2,1.0,15.8
71,9f941969,Manuel Riemann,Bochum,Bundesliga,186,83,Goalkeeper,Right,,33.3,Manuel Riemann - 33.3 - Bochum,1.5,5.38,3.88,72.1,0.31,0.13,0.56,0.31,31.3,0.13,0.0,0.13,0.0,100.0,0.06,0.13,0.06,1.84,0.34,0.4,16.5,35.94,45.9,42.19,2.75,70.5,50.1,8.25,75.0,55.1,9.25,1.06,11.5,1.63,17.4
72,87436846,Marvin Schwäbe,Köln,Bundesliga,189,86,Goalkeeper,Right,Germany,26.66,Marvin Schwäbe - 26.66 - Köln,1.2,3.8,2.6,68.4,0.6,0.2,0.2,0.2,20.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.9,0.24,-0.3,5.8,11.0,52.7,40.8,3.8,22.1,29.8,7.0,28.6,33.1,6.8,0.2,2.9,0.4,14.9
73,0d55d942,Alexander Schwolow,Hertha BSC,Bundesliga,189,83,Goalkeeper,Right,,29.56,Alexander Schwolow - 29.56 - Hertha BSC,1.67,4.23,2.7,64.6,0.3,0.3,0.4,0.23,23.3,0.17,0.17,0.0,0.0,0.0,0.07,0.23,0.0,1.51,0.32,-0.16,6.43,14.67,43.9,25.9,5.17,34.7,34.8,8.5,66.7,50.6,10.07,0.5,5.0,0.47,13.3
74,420c18a1,Yann Sommer,M'Gladbach,Bundesliga,183,77,Goalkeeper,Right,Switzerland,33.03,Yann Sommer - 33.03 - M'Gladbach,1.75,4.71,3.02,64.6,0.35,0.22,0.46,0.19,18.4,0.08,0.08,0.0,0.0,0.0,0.03,0.11,0.03,1.65,0.34,-0.08,6.06,13.2,45.9,34.23,4.25,31.9,32.2,6.57,34.4,33.8,7.62,0.43,5.7,0.97,14.4
75,ce17b5eb,Kevin Trapp,Eint Frankfurt,Bundesliga,189,83,Goalkeeper,Right,Germany,31.46,Kevin Trapp - 31.46 - Eint Frankfurt,1.4,4.16,2.88,68.7,0.51,0.3,0.19,0.16,16.3,0.16,0.09,0.02,0.05,20.0,0.0,0.23,0.02,1.31,0.29,-0.07,6.88,18.51,37.2,31.6,4.6,45.2,37.3,7.67,55.2,45.9,8.07,0.49,6.1,0.91,15.2
76,5c4bf6ba,Robin Zentner,Mainz 05,Bundesliga,194,96,Goalkeeper,Right,,27.16,Robin Zentner - 27.16 - Mainz 05,1.06,3.37,2.37,72.0,0.43,0.26,0.31,0.29,28.6,0.14,0.11,0.0,0.03,0.0,0.0,0.03,0.0,1.01,0.27,-0.05,4.91,14.8,33.2,24.63,5.6,44.2,40.2,7.74,50.6,44.7,8.57,0.8,9.3,0.74,15.2
77,649b01d8,Emil Audero,Sampdoria,Serie A,190,78,Goalkeeper,Right,,24.93,Emil Audero - 24.93 - Sampdoria,1.56,4.63,3.12,67.9,0.34,0.22,0.44,0.2,19.5,0.12,0.07,0.05,0.0,40.0,0.05,0.15,0.02,1.44,0.29,-0.1,7.61,17.39,43.8,27.0,4.27,45.6,39.3,7.17,70.7,50.6,9.61,0.8,8.4,0.39,13.3
78,4f8ce0e1,Vid Belec,Salernitana,Serie A,192,88,Goalkeeper,Right,Slovenia,31.55,Vid Belec - 31.55 - Salernitana,2.18,5.41,3.35,60.9,0.12,0.12,0.76,0.06,5.9,0.12,0.06,0.0,0.06,0.0,0.0,0.24,0.12,1.62,0.29,-0.44,6.24,14.94,41.7,17.94,3.71,50.5,42.5,8.35,70.4,52.0,9.29,0.59,6.3,0.35,12.9
79,8cabdc1e,Andrea Consigli,Sassuolo,Serie A,189,79,Goalkeeper,Right,Italy,34.9,Andrea Consigli - 34.9 - Sassuolo,1.6,4.29,2.83,66.1,0.38,0.29,0.33,0.12,12.2,0.17,0.14,0.02,0.0,14.3,0.0,0.14,0.02,1.52,0.32,-0.05,5.93,12.45,47.6,32.9,4.26,32.3,31.9,6.19,29.2,27.6,8.38,0.79,9.4,0.64,14.3
80,f554e29b,Alessio Cragno,Cagliari,Serie A,184,78,Goalkeeper,Right,Italy,27.49,Alessio Cragno - 27.49 - Cagliari,1.68,4.73,3.14,68.0,0.11,0.3,0.59,0.11,10.8,0.19,0.16,0.03,0.0,14.3,0.08,0.27,0.03,1.64,0.31,-0.01,6.92,17.62,39.3,21.86,3.49,52.8,40.9,8.46,71.9,50.7,9.57,0.84,8.8,0.57,14.0
81,085e71a7,Bartłomiej Drągowski,Fiorentina,Serie A,191,86,Goalkeeper,Right,Poland,24.35,Bartłomiej Drągowski - 24.35 - Fiorentina,1.59,3.46,2.11,60.9,0.32,0.28,0.48,0.24,22.2,0.32,0.24,0.08,0.0,25.0,0.0,0.28,0.0,1.55,0.37,-0.04,7.08,17.17,41.2,25.4,4.05,47.6,40.3,7.55,67.4,51.3,8.98,0.8,8.8,0.8,15.2
82,74419746,Samir Handanović,Inter,Serie A,193,92,Goalkeeper,Right,Slovenia,37.45,Samir Handanović - 37.45 - Inter,0.77,2.91,2.28,78.1,0.72,0.19,0.11,0.47,45.8,0.15,0.13,0.02,0.0,14.3,0.04,0.11,0.04,0.67,0.2,-0.05,4.66,8.53,54.6,27.0,4.28,26.5,29.5,4.66,29.7,30.6,7.53,0.43,5.6,0.32,12.6
83,14a96e1c,Niki Mäenpää,Venezia,Serie A,192,96,Goalkeeper,,Finland,36.92,Niki Mäenpää - 36.92 - Venezia,1.64,3.27,2.0,61.1,0.0,0.36,0.55,0.0,0.0,0.55,0.36,0.0,0.18,0.0,0.0,0.0,0.0,1.45,0.36,-0.18,3.27,10.91,30.0,23.45,5.64,38.0,35.7,7.09,28.2,29.2,9.64,0.55,5.7,0.18,11.9
84,fcb38f57,Mike Maignan,Milan,Serie A,187,80,Goalkeeper,Right,France,26.48,Mike Maignan - 26.48 - Milan,0.87,3.33,2.62,76.9,0.59,0.18,0.23,0.46,46.2,0.15,0.1,0.03,0.03,20.0,0.0,0.18,0.08,0.9,0.24,0.11,4.0,10.77,37.1,24.54,4.85,32.8,33.6,5.64,48.2,44.6,7.03,0.54,7.7,0.69,14.8
85,9413b19f,Alex Meret,Napoli,Serie A,185,77,Goalkeeper,Left,Italy,24.75,Alex Meret - 24.75 - Napoli,1.4,3.44,2.2,62.8,0.6,0.16,0.24,0.24,24.0,0.12,0.12,0.0,0.0,0.0,0.04,0.12,0.04,1.09,0.29,-0.27,2.96,5.68,52.1,21.12,3.88,20.1,27.2,5.08,28.3,29.0,7.12,0.52,7.3,0.36,14.6
86,9fa26bc2,Vanja Milinković Savić,Torino,Serie A,202,92,Goalkeeper,Right,Serbia,24.84,Vanja Milinković Savić - 24.84 - Torino,0.95,2.82,2.0,71.0,0.41,0.23,0.36,0.23,22.7,0.18,0.14,0.05,0.0,25.0,0.05,0.09,0.0,0.87,0.26,-0.09,7.68,24.77,31.0,31.59,3.41,61.6,50.8,6.55,81.3,65.5,5.41,0.41,7.6,0.68,14.1
87,c1d95617,Lorenzo Montipò,Hellas Verona,Serie A,191,84,Goalkeeper,Right,,25.84,Lorenzo Montipò - 25.84 - Hellas Verona,1.95,4.41,2.68,58.0,0.2,0.34,0.46,0.1,9.8,0.12,0.1,0.02,0.0,20.0,0.0,0.27,0.2,1.59,0.34,-0.17,6.22,18.32,34.0,23.85,4.22,57.1,43.6,6.95,67.7,49.3,10.29,1.0,9.7,0.63,14.4
88,a111cf41,Juan Musso,Atalanta,Serie A,191,93,Goalkeeper,Right,Argentina,27.63,Juan Musso - 27.63 - Atalanta,1.58,4.39,3.04,69.9,0.38,0.3,0.32,0.21,21.3,0.28,0.26,0.0,0.02,0.0,0.02,0.15,0.0,1.57,0.31,0.0,5.43,12.12,44.8,21.93,4.75,36.3,34.9,7.28,57.0,44.2,8.11,0.68,8.4,0.43,13.6
89,82b1198a,David Ospina,Napoli,Serie A,183,76,Goalkeeper,Right,Colombia,33.32,David Ospina - 33.32 - Napoli,0.78,2.96,2.3,76.3,0.63,0.15,0.22,0.52,51.9,0.07,0.07,0.0,0.0,0.0,0.0,0.11,0.04,0.82,0.26,0.08,4.33,9.07,47.8,26.96,3.48,29.7,31.0,4.48,24.0,26.2,7.3,0.56,7.6,0.59,14.0
90,79b0d6a0,Rui Patrício,Roma,Serie A,189,86,Goalkeeper,Left,Portugal,33.85,Rui Patrício - 33.85 - Roma,1.27,3.98,2.83,71.8,0.39,0.2,0.41,0.32,31.7,0.15,0.15,0.0,0.0,0.0,0.02,0.22,0.05,1.22,0.28,0.0,5.15,11.25,45.8,17.79,3.85,46.1,38.1,6.81,44.8,37.0,8.54,0.27,3.1,0.37,12.5
91,4c62d0c8,Mattia Perin,Juventus,Serie A,188,74,Goalkeeper,Right,Italy,29.13,Mattia Perin - 29.13 - Juventus,1.2,4.44,3.4,76.6,0.4,0.32,0.28,0.36,37.5,0.16,0.16,0.0,0.0,0.0,0.0,0.12,0.04,1.43,0.29,0.27,6.16,17.52,35.2,26.24,4.08,51.5,40.6,8.28,48.3,39.4,10.4,0.6,5.8,0.24,11.9
92,277da414,Ivan Provedel,Spezia,Serie A,192,84,Goalkeeper,Right,Italy,27.77,Ivan Provedel - 27.77 - Spezia,1.77,4.83,3.33,68.3,0.27,0.27,0.47,0.13,13.3,0.27,0.23,0.03,0.0,12.5,0.0,0.17,0.07,1.62,0.3,-0.08,8.87,21.33,41.6,38.73,4.63,45.8,40.2,5.77,62.4,47.4,7.93,0.77,9.7,0.93,16.3
93,e358587b,Pepe Reina,Lazio,Serie A,188,92,Goalkeeper,Right,Spain,39.32,Pepe Reina - 39.32 - Lazio,1.73,3.54,2.14,59.5,0.51,0.14,0.35,0.24,24.3,0.32,0.3,0.0,0.03,0.0,0.0,0.11,0.05,1.37,0.31,-0.31,6.65,12.43,53.5,31.81,4.51,34.0,33.7,5.16,31.4,30.9,7.76,0.38,4.9,0.49,14.5
94,1e26e376,Sergio Romero,Venezia,Serie A,191,86,Goalkeeper,Right,Argentina,34.84,Sergio Romero - 34.84 - Venezia,1.83,6.08,4.58,72.6,0.25,0.25,0.5,0.25,25.0,0.17,0.17,0.0,0.0,0.0,0.0,0.08,0.17,1.83,0.29,0.16,6.92,15.67,44.1,28.5,6.42,40.6,36.5,9.58,42.6,37.7,11.08,0.75,6.8,0.5,11.8
95,0d422df7,Marco Silvestri,Udinese,Serie A,191,80,Goalkeeper,Right,Italy,30.81,Marco Silvestri - 30.81 - Udinese,1.47,3.58,2.34,64.7,0.26,0.32,0.42,0.18,18.4,0.21,0.21,0.0,0.0,0.0,0.03,0.26,0.05,1.23,0.3,-0.19,6.05,18.39,32.9,21.37,2.66,60.0,44.0,7.79,71.6,50.8,7.24,0.32,4.4,0.26,12.4
96,10dc46f0,Salvatore Sirigu,Genoa,Serie A,192,80,Goalkeeper,Right,Italy,34.95,Salvatore Sirigu - 34.95 - Genoa,1.82,4.38,2.79,63.7,0.13,0.44,0.44,0.23,23.1,0.26,0.23,0.0,0.03,0.0,0.03,0.26,0.05,1.49,0.3,-0.27,6.97,16.59,42.0,25.0,2.95,49.6,39.2,7.49,55.8,42.1,8.56,0.54,6.3,0.54,13.6
97,ab4449d6,Łukasz Skorupski,Bologna,Serie A,187,84,Goalkeeper,Right,Poland,30.64,Łukasz Skorupski - 30.64 - Bologna,1.62,5.05,3.73,73.3,0.38,0.22,0.41,0.27,27.0,0.32,0.27,0.05,0.0,16.7,0.05,0.19,0.05,1.62,0.28,0.05,5.22,12.54,41.6,26.0,5.59,39.1,35.6,7.62,31.2,28.3,8.86,0.62,7.0,0.35,11.8
98,ac4003af,Marco Sportiello,Atalanta,Serie A,192,87,Goalkeeper,Right,Italy,29.62,Marco Sportiello - 29.62 - Atalanta,1.13,2.05,1.34,65.0,0.51,0.1,0.31,0.31,33.3,0.41,0.41,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.31,-0.13,3.29,7.09,46.4,20.75,3.9,24.3,29.2,3.39,60.6,47.1,5.03,0.51,10.2,1.34,17.3
99,339fe0e8,Thomas Strakosha,Lazio,Serie A,192,80,Goalkeeper,Right,Albania,26.76,Thomas Strakosha - 26.76 - Lazio,0.79,3.07,2.43,81.4,0.5,0.29,0.21,0.43,42.9,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.07,0.88,0.22,0.16,4.93,9.86,50.0,24.36,4.07,34.6,31.3,7.21,19.8,25.0,8.43,0.5,5.9,0.29,12.6
100,01b8a2b2,Wojciech Szczęsny,Juventus,Serie A,195,87,Goalkeeper,Right,Poland,31.68,Wojciech Szczęsny - 31.68 - Juventus,1.0,3.13,2.25,71.7,0.59,0.16,0.25,0.32,31.8,0.18,0.11,0.07,0.0,37.5,0.02,0.16,0.05,0.95,0.26,0.0,4.31,7.94,54.3,25.66,4.56,26.2,31.1,6.06,20.2,26.6,8.44,0.64,7.5,0.59,13.9
101,b056e3da,Ciprian Tătărușanu,Milan,Serie A,198,90,Goalkeeper,Right,Romania,35.87,Ciprian Tătărușanu - 35.87 - Milan,1.33,3.33,2.33,66.7,0.56,0.22,0.22,0.22,22.2,0.33,0.22,0.11,0.0,33.3,0.0,0.11,0.11,1.17,0.26,-0.06,6.33,12.11,52.3,26.67,3.56,35.4,35.5,7.11,37.5,37.3,7.89,0.44,5.6,0.56,12.5
102,e1b0a70d,Pietro Terracciano,Fiorentina,Serie A,193,78,Goalkeeper,Right,,31.79,Pietro Terracciano - 31.79 - Fiorentina,1.29,3.31,2.19,62.7,0.45,0.17,0.28,0.28,31.3,0.11,0.06,0.06,0.0,50.0,0.0,0.06,0.11,1.05,0.29,-0.12,9.26,17.62,52.5,39.22,4.43,37.3,35.3,5.89,50.5,41.6,7.57,0.62,8.1,0.9,15.8
103,77d6fd4d,Guglielmo Vicario,Empoli,Serie A,194,88,Goalkeeper,Right,,25.22,Guglielmo Vicario - 25.22 - Empoli,1.74,5.22,3.7,68.3,0.48,0.13,0.39,0.17,17.4,0.17,0.09,0.0,0.09,0.0,0.04,0.17,0.17,1.56,0.28,-0.01,4.61,11.83,39.0,25.65,5.0,31.7,33.0,7.48,49.4,41.7,10.35,0.78,7.6,0.39,12.8
104,cc1a0c57,Jeroen Zoet,Spezia,Serie A,189,85,Goalkeeper,Right,Netherlands,30.96,Jeroen Zoet - 30.96 - Spezia,2.25,5.08,3.08,60.7,0.25,0.17,0.58,0.0,0.0,0.33,0.25,0.08,0.0,25.0,0.0,0.33,0.0,2.17,0.37,-0.08,6.33,15.75,40.2,33.75,6.33,38.3,36.7,6.33,44.7,40.6,8.0,0.75,9.4,1.08,15.4
105,9f0ea33f,Sergio Asenjo,Villarreal,La Liga,189,70,Goalkeeper,Right,Spain,32.49,Sergio Asenjo - 32.49 - Villarreal,1.25,3.42,2.38,68.3,0.46,0.25,0.29,0.29,29.2,0.25,0.17,0.04,0.04,20.0,0.0,0.13,0.04,1.1,0.27,-0.11,5.38,12.33,43.6,28.0,4.42,29.5,32.6,8.13,50.3,43.5,12.08,0.92,7.6,0.71,15.1
106,e4346678,Édgar Badía,Elche,La Liga,181,76,Goalkeeper,Right,Spain,29.86,Édgar Badía - 29.86 - Elche,1.83,4.52,2.91,65.4,0.13,0.3,0.57,0.04,4.3,0.39,0.26,0.13,0.0,33.3,0.0,0.3,0.0,1.78,0.33,-0.04,9.13,18.0,50.7,26.35,4.48,45.0,38.0,9.39,65.3,46.9,9.78,0.87,8.9,0.57,13.8
107,f6798fc3,Yassine Bounou,Sevilla,La Liga,190,80,Goalkeeper,Left,Morocco,30.72,Yassine Bounou - 30.72 - Sevilla,0.87,2.85,2.13,75.4,0.55,0.26,0.19,0.45,44.7,0.3,0.17,0.09,0.04,33.3,0.0,0.11,0.02,0.85,0.24,0.0,5.96,13.0,45.8,27.0,3.94,34.9,35.5,6.34,56.4,44.7,7.6,0.83,10.9,0.77,15.3
108,10072610,Claudio Bravo,Betis,La Liga,184,77,Goalkeeper,Right,Chile,38.7,Claudio Bravo - 38.7 - Betis,1.1,3.47,2.55,72.2,0.48,0.44,0.09,0.31,30.4,0.13,0.13,0.0,0.0,0.0,0.0,0.04,0.09,1.23,0.32,0.22,6.54,17.73,36.9,25.28,3.86,52.8,44.0,6.71,65.4,52.1,10.84,0.53,4.9,0.48,13.1
109,e1846dde,Cárdenas,Levante,La Liga,186,80,Goalkeeper,Right,,24.74,Cárdenas - 24.74 - Levante,1.69,4.44,2.63,64.8,0.06,0.31,0.63,0.19,18.8,0.19,0.13,0.0,0.06,0.0,0.0,0.13,0.0,1.43,0.3,-0.26,5.75,14.31,40.2,25.13,4.75,43.0,37.9,7.19,48.7,40.4,9.13,0.38,4.1,0.94,14.7
110,58bc7d18,Kiko Casilla,Elche,La Liga,190,84,Goalkeeper,Right,Spain,35.23,Kiko Casilla - 35.23 - Elche,1.13,4.4,3.27,74.2,0.27,0.27,0.47,0.27,26.7,0.0,0.0,0.0,0.0,,0.0,0.07,0.0,1.21,0.28,0.08,6.33,16.27,38.9,23.4,5.53,46.4,38.9,10.0,54.0,42.1,9.27,0.67,7.2,0.73,15.4
111,04ac8285,Jasper Cillessen,Valencia,La Liga,187,82,Goalkeeper,Right,Netherlands,32.67,Jasper Cillessen - 32.67 - Valencia,1.36,4.45,3.05,72.4,0.41,0.32,0.27,0.27,27.3,0.23,0.14,0.09,0.0,40.0,0.05,0.18,0.05,1.5,0.31,0.19,7.23,18.5,39.1,21.86,3.95,58.4,45.8,7.91,72.4,55.8,9.82,0.59,6.0,0.59,14.5
112,1840e36d,Thibaut Courtois,Real Madrid,La Liga,199,91,Goalkeeper,Left,Belgium,29.62,Thibaut Courtois - 29.62 - Real Madrid,0.7,3.24,2.59,80.0,0.69,0.24,0.07,0.44,44.4,0.07,0.06,0.02,0.0,25.0,0.02,0.06,0.0,0.86,0.25,0.15,3.78,9.8,38.6,28.35,5.69,25.6,32.6,5.85,43.4,40.4,8.04,0.72,9.0,0.67,14.8
113,fc70e345,Stole Dimitrievski,Rayo Vallecano,La Liga,188,86,Goalkeeper,Right,North Macedonia,28.01,Stole Dimitrievski - 28.01 - Rayo Vallecano,1.01,3.48,2.81,80.6,0.51,0.17,0.28,0.34,35.3,0.45,0.34,0.11,0.0,25.0,0.0,0.11,0.06,1.29,0.26,0.33,6.69,19.55,34.2,23.03,4.94,59.5,47.5,7.47,78.2,58.2,7.3,0.79,10.8,0.28,11.5
114,b6160ad0,Matías Dituro,Celta Vigo,La Liga,191,83,Goalkeeper,Right,,34.63,Matías Dituro - 34.63 - Celta Vigo,1.22,3.94,2.78,70.4,0.28,0.28,0.44,0.33,33.3,0.22,0.06,0.17,0.0,75.0,0.0,0.06,0.0,1.47,0.33,0.25,9.06,20.17,44.9,29.28,3.72,53.1,43.8,6.89,66.9,52.7,6.22,0.83,13.4,1.0,17.3
115,ac295d9e,Marko Dmitrović,Sevilla,La Liga,194,90,Goalkeeper,Left,Serbia,29.91,Marko Dmitrović - 29.91 - Sevilla,1.71,3.88,2.26,59.5,0.23,0.23,0.55,0.18,18.2,0.18,0.14,0.0,0.05,0.0,0.0,0.18,0.0,1.59,0.38,-0.12,7.66,19.57,39.2,22.66,3.0,61.3,51.0,6.65,85.4,69.1,6.18,0.6,9.7,1.48,18.2
116,67669ce7,Aarón Escandell,Granada,La Liga,188,73,Goalkeeper,Right,,26.25,Aarón Escandell - 26.25 - Granada,1.72,4.66,3.19,68.4,0.12,0.37,0.49,0.25,25.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.34,-0.02,9.44,24.77,38.1,25.26,3.19,70.9,50.4,8.58,80.0,59.1,8.71,0.61,7.0,2.33,16.5
117,a01c3d54,Aitor Fernández,Levante,La Liga,182,70,Goalkeeper,Right,,30.64,Aitor Fernández - 30.64 - Levante,1.85,4.82,3.16,64.0,0.19,0.42,0.39,0.12,11.5,0.12,0.12,0.0,0.0,0.0,0.0,0.39,0.08,1.52,0.3,-0.25,4.47,11.52,38.8,23.93,4.66,38.6,36.9,6.86,33.1,32.3,8.75,0.58,6.6,0.81,14.2
118,a4995f48,Sergio Herrera,Osasuna,La Liga,192,82,Goalkeeper,Right,,28.55,Sergio Herrera - 28.55 - Osasuna,1.11,3.3,2.32,68.8,0.32,0.34,0.32,0.32,32.4,0.11,0.08,0.03,0.0,25.0,0.0,0.26,0.08,1.08,0.3,0.05,12.33,26.75,46.1,24.67,2.22,77.8,54.9,8.35,90.5,62.9,11.94,0.82,6.9,1.21,15.4
119,6c4776b1,Jeremías Ledesma,Cádiz,La Liga,186,83,Goalkeeper,Right,Argentina,28.86,Jeremías Ledesma - 28.86 - Cádiz,1.61,4.08,2.68,68.4,0.21,0.39,0.39,0.24,23.7,0.34,0.32,0.03,0.0,7.7,0.05,0.24,0.0,1.48,0.3,-0.12,9.84,25.32,38.9,20.55,2.08,79.8,57.4,9.68,92.1,69.3,10.68,0.79,7.4,0.34,12.9
120,73683fa9,Diego López,Espanyol,La Liga,196,88,Goalkeeper,Right,Spain,40.15,Diego López - 40.15 - Espanyol,1.17,4.28,3.22,74.0,0.33,0.28,0.39,0.33,33.3,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.11,1.16,0.26,0.1,4.94,13.39,36.9,23.5,5.17,39.5,37.0,9.06,45.4,38.8,12.06,1.06,8.8,0.67,13.7
121,d4b73232,Giorgi Mamardashvili,Valencia,La Liga,,,Goalkeeper,,Georgia,21.24,Giorgi Mamardashvili - 21.24 - Valencia,1.17,4.17,3.0,72.0,0.5,0.17,0.33,0.33,33.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.95,0.23,-0.22,7.0,17.5,40.0,18.17,3.5,63.3,45.9,7.5,80.0,57.8,9.17,0.5,5.5,0.0,10.3
122,3318286e,Luís Maximiano,Granada,La Liga,190,83,Goalkeeper,Right,Portugal,22.96,Luís Maximiano - 22.96 - Granada,1.35,5.12,3.91,73.7,0.34,0.34,0.34,0.13,13.3,0.07,0.0,0.07,0.0,100.0,0.0,0.2,0.13,1.48,0.28,0.27,7.28,20.21,36.0,25.13,5.46,55.2,43.7,8.76,72.3,51.2,11.86,0.88,7.4,1.48,16.0
123,ee8508c0,Jan Oblak,Atlético Madrid,La Liga,186,87,Goalkeeper,Right,Slovenia,28.96,Jan Oblak - 28.96 - Atlético Madrid,1.04,2.96,2.08,68.9,0.51,0.24,0.25,0.29,29.4,0.18,0.12,0.04,0.02,25.0,0.02,0.16,0.08,0.93,0.27,-0.04,6.37,15.43,41.3,18.75,3.88,54.9,43.0,7.59,67.7,50.5,7.65,0.49,6.4,0.37,14.5
124,97852360,Fernando Pacheco,Alavés,La Liga,187,81,Goalkeeper,Left,Spain,29.6,Fernando Pacheco - 29.6 - Alavés,1.73,3.75,2.05,55.9,0.24,0.21,0.55,0.21,21.1,0.13,0.08,0.05,0.0,40.0,0.0,0.21,0.0,1.55,0.39,-0.18,8.92,17.02,52.4,21.29,2.99,57.6,44.9,7.95,59.7,45.7,9.36,0.76,8.1,0.66,14.4
125,605eb473,Manolo Reina,Mallorca,La Liga,185,80,Goalkeeper,Right,,36.73,Manolo Reina - 36.73 - Mallorca,1.41,3.59,2.24,63.9,0.24,0.47,0.29,0.35,35.3,0.18,0.12,0.06,0.0,33.3,0.0,0.06,0.06,1.23,0.3,-0.12,6.29,16.88,37.3,21.47,3.71,55.3,44.7,8.59,58.2,44.4,9.0,0.59,6.5,0.65,15.1
126,374ee424,Álex Remiro,Real Sociedad,La Liga,192,80,Goalkeeper,Right,Spain,26.75,Álex Remiro - 26.75 - Real Sociedad,1.11,3.07,2.0,65.2,0.41,0.34,0.25,0.41,40.9,0.07,0.05,0.0,0.02,0.0,0.02,0.16,0.02,0.97,0.31,-0.13,6.32,14.18,44.6,26.5,3.52,39.9,36.5,5.91,61.2,49.8,7.68,0.52,6.8,0.95,16.1
127,625c144a,Gerónimo Rulli,Villarreal,La Liga,189,84,Goalkeeper,Right,Argentina,29.59,Gerónimo Rulli - 29.59 - Villarreal,1.02,3.15,2.26,71.6,0.43,0.28,0.28,0.37,37.5,0.15,0.12,0.03,0.0,20.0,0.0,0.03,0.03,1.02,0.29,0.03,5.44,13.82,39.4,33.71,4.86,28.9,33.5,8.23,49.6,42.8,9.9,0.74,7.5,0.93,15.0
128,4535e4bb,Mathew Ryan,Real Sociedad,La Liga,184,73,Goalkeeper,Right,Australia,29.71,Mathew Ryan - 29.71 - Real Sociedad,1.29,4.14,3.14,75.9,0.43,0.14,0.43,0.29,28.6,0.29,0.29,0.0,0.0,0.0,0.0,0.43,0.0,1.77,0.36,0.49,5.0,11.86,42.2,25.29,5.29,36.2,35.2,4.71,57.6,44.9,8.86,1.14,12.9,0.29,13.9
129,ea83bfa6,Rui Silva,Betis,La Liga,189,85,Goalkeeper,Left,Portugal,27.88,Rui Silva - 27.88 - Betis,1.56,3.83,2.52,65.3,0.38,0.13,0.48,0.26,25.6,0.33,0.23,0.08,0.03,25.0,0.03,0.1,0.08,1.44,0.32,-0.04,7.85,20.27,38.7,24.99,2.68,57.2,44.4,8.19,72.9,54.9,8.47,0.51,6.0,1.05,16.8
130,5dcf3e90,Unai Simón,Athletic Club,La Liga,190,85,Goalkeeper,Right,Spain,24.54,Unai Simón - 24.54 - Athletic Club,0.89,3.05,2.19,74.3,0.27,0.46,0.27,0.32,32.4,0.14,0.11,0.03,0.0,20.0,0.03,0.14,0.0,0.9,0.26,0.01,5.05,10.95,46.2,19.65,5.78,35.9,35.6,7.22,53.9,45.9,10.0,0.65,6.5,0.62,14.7
131,8f8c6934,David Soria,Getafe,La Liga,192,85,Goalkeeper,Right,,28.72,David Soria - 28.72 - Getafe,1.09,2.94,1.97,68.0,0.18,0.29,0.53,0.29,29.4,0.21,0.15,0.03,0.03,16.7,0.0,0.18,0.06,1.06,0.31,0.03,10.76,24.79,43.4,22.94,1.5,81.0,55.2,7.0,88.7,61.0,9.12,0.91,10.0,1.26,16.1
132,6f51e382,Marc André ter Stegen,Barcelona,La Liga,189,85,Goalkeeper,Right,Germany,29.65,Marc André ter Stegen - 29.65 - Barcelona,1.21,3.13,2.06,64.6,0.51,0.26,0.23,0.3,29.8,0.11,0.11,0.0,0.0,0.0,0.02,0.11,0.04,1.03,0.3,-0.14,4.45,7.98,55.7,29.6,4.36,21.4,28.6,5.57,29.4,31.6,5.89,0.57,9.7,0.55,15.1
