,player_id,name,club,league,height_cm,weight_kg,position,foot,country,age,PD_Info,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won
0,774cf58b,Max Aarons,Norwich City,Premier League,172,66,Fullback,Right,England,21.97,Max Aarons - 21.97 - Norwich City,0.0,0.06,0.0,0.0,0.0,0.22,0.0,0.03,0.03,0.05,0.08,0.5,0.11,22.2,0.0,0.0,20.2,0.0,0.06,-0.03,-0.03,35.72,46.06,77.6,613.17,211.83,17.61,19.28,91.4,14.28,18.11,78.8,3.39,6.89,49.2,0.67,1.72,1.5,0.39,3.61,36.11,9.94,0.5,0.06,4.94,0.67,1.94,0.0,0.0,0.0,0.0,27.5,9.5,9.06,4.94,30.44,0.78,9.44,0.06,0.22,0.61,1.44,1.78,1.28,1.06,0.0,0.06,0.11,0.06,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,2.06,1.33,1.56,0.5,0.0,1.22,2.0,61.1,0.78,11.61,3.28,28.2,6.78,3.67,1.17,2.56,0.78,0.0,1.44,3.5,1.89,0.0,58.67,4.67,21.61,25.22,16.06,0.89,49.0,1.39,2.94,47.2,1.44,0.22,35.94,212.94,131.44,5.72,1.89,0.39,0.89,1.11,38.28,34.39,89.8,1.44,0.0,0.94,1.56,0.06,0.0,0.06,0.06,5.67,0.44,1.83,19.5
1,9b398aea,Rayan Aït Nouri,Wolves,Premier League,179,70,Fullback,Left,France,20.55,Rayan Aït Nouri - 20.55 - Wolves,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.04,0.04,0.06,0.09,0.86,0.3,35.3,0.0,0.0,17.9,0.0,0.04,-0.04,-0.04,41.44,52.67,78.7,697.4,215.81,20.72,22.65,91.5,17.12,20.37,84.0,3.1,7.26,42.7,0.76,1.68,0.76,0.3,2.59,42.56,10.11,0.66,0.05,6.09,1.12,2.18,1.17,0.25,0.66,0.2,32.2,11.48,8.99,36.92,5.28,1.68,8.28,0.1,0.1,0.81,1.22,1.68,1.93,0.97,0.41,0.46,0.0,0.05,0.05,0.15,0.05,0.05,0.05,0.0,0.0,0.0,3.15,1.68,2.18,0.71,0.25,1.17,2.18,53.5,1.02,18.49,6.04,32.7,10.82,4.93,2.74,1.68,0.0,0.0,1.52,4.67,2.23,0.0,66.84,3.05,21.13,28.59,21.03,2.03,56.88,2.29,3.96,57.7,2.49,0.1,42.61,205.8,136.83,6.6,1.68,0.91,1.27,1.83,43.88,40.07,91.3,2.29,0.0,0.91,1.32,0.05,0.0,0.0,0.0,7.11,0.91,1.12,45.0
2,cd1acf9d,Trent Alexander Arnold,Liverpool,Premier League,175,69,Fullback,Right,England,23.22,Trent Alexander Arnold - 23.22 - Liverpool,0.09,0.34,0.09,0.0,0.0,0.09,0.0,0.08,0.08,0.33,0.41,1.55,0.4,26.1,0.06,0.22,22.0,0.25,0.05,0.01,0.01,65.14,87.29,74.6,1397.91,565.49,24.71,28.04,88.1,26.77,32.5,82.4,13.08,24.28,53.9,2.69,6.79,2.84,0.9,8.69,71.72,15.57,2.15,0.47,7.57,5.53,4.86,3.94,0.63,2.55,0.07,47.02,15.25,25.02,9.79,65.67,2.02,9.47,0.11,0.34,1.32,2.64,1.19,4.32,2.67,1.23,0.18,0.22,0.02,0.0,0.49,0.31,0.13,0.0,0.04,0.0,0.0,1.61,1.08,0.81,0.58,0.22,0.92,1.99,46.1,1.08,9.25,3.34,36.1,3.54,3.07,2.64,1.28,0.09,0.0,2.28,3.9,2.02,0.07,97.1,2.53,21.88,44.73,36.0,2.78,81.62,0.99,1.68,58.7,1.01,0.11,59.81,253.34,146.51,6.36,2.2,0.63,0.65,0.67,66.64,62.81,94.3,3.88,0.0,0.74,0.38,0.18,0.0,0.02,0.0,9.86,0.45,0.65,40.8
3,f4290206,Marcos Alonso,Chelsea,Premier League,188,85,Fullback,Left,Spain,31.0,Marcos Alonso - 31.0 - Chelsea,0.12,0.08,0.12,0.0,0.0,0.24,0.0,0.13,0.13,0.16,0.3,1.7,0.59,34.9,0.07,0.2,18.1,0.36,0.08,-0.02,-0.02,43.7,54.89,79.6,759.94,260.04,20.68,23.09,89.6,18.43,21.71,84.9,3.8,7.43,51.1,1.58,2.1,0.99,0.47,3.88,43.85,11.03,1.07,0.04,8.42,1.3,2.37,1.74,0.99,0.59,0.0,33.41,11.39,10.08,39.19,4.35,1.42,8.23,0.16,0.2,0.87,1.58,1.94,3.08,2.17,0.47,0.04,0.28,0.08,0.04,0.28,0.2,0.04,0.0,0.04,0.0,0.0,1.82,1.19,0.83,0.51,0.47,0.63,1.66,38.1,1.03,13.25,3.56,26.9,4.75,5.02,3.48,2.02,0.08,0.0,2.02,3.84,2.49,0.0,68.69,2.93,15.98,25.39,30.53,3.84,57.61,0.63,1.38,45.7,0.67,0.04,38.48,181.42,98.15,5.34,1.27,0.67,0.83,1.54,47.45,40.02,84.3,4.86,0.0,1.66,1.5,0.16,0.0,0.04,0.0,7.67,2.41,1.38,63.5
4,420d7c7d,Luke Ayling,Leeds United,Premier League,183,72,Fullback,Right,,30.33,Luke Ayling - 30.33 - Leeds United,0.03,0.03,0.03,0.0,0.0,0.16,0.0,0.04,0.04,0.03,0.07,0.66,0.16,23.8,0.05,0.2,16.9,0.0,0.06,-0.01,-0.01,55.66,69.11,80.5,1156.71,459.23,19.76,22.2,89.0,26.11,29.55,88.4,9.26,15.39,60.2,0.41,4.1,0.63,0.22,4.63,60.89,8.22,1.59,0.03,7.04,2.44,1.47,0.0,0.0,0.0,0.0,42.28,11.7,15.14,5.57,53.54,2.41,6.63,0.13,0.41,1.22,2.0,1.0,1.03,0.69,0.06,0.03,0.13,0.09,0.03,0.09,0.06,0.0,0.0,0.03,0.0,0.0,2.85,1.66,1.91,0.72,0.22,1.28,2.38,53.9,1.09,13.88,4.66,33.6,7.47,5.1,1.31,2.13,1.13,0.0,1.81,4.66,3.28,0.06,81.84,8.26,40.18,36.43,12.32,1.53,74.15,1.0,1.72,58.2,1.03,0.16,50.5,324.82,195.04,5.63,1.78,0.19,1.0,0.66,55.91,52.76,94.4,1.16,0.0,1.0,1.34,0.03,0.0,0.03,0.0,9.79,1.85,1.75,51.3
5,01226327,Ryan Bertrand,Leicester City,Premier League,179,85,Fullback,Left,England,32.39,Ryan Bertrand - 32.39 - Leicester City,0.0,0.05,0.0,0.0,0.0,0.19,0.0,0.01,0.01,0.06,0.07,0.23,0.09,40.0,0.0,0.0,19.4,0.0,0.06,-0.01,-0.01,39.02,50.19,77.7,634.89,250.03,20.16,22.53,89.5,15.5,19.37,80.0,2.47,5.96,41.4,0.47,2.23,0.75,0.14,2.89,38.5,11.69,1.58,0.09,5.54,0.79,1.68,0.93,0.56,0.23,0.05,30.12,10.34,9.73,35.66,2.61,2.1,9.17,0.23,0.14,0.7,1.4,1.54,1.12,0.65,0.37,0.0,0.0,0.05,0.05,0.19,0.05,0.05,0.0,0.0,0.05,0.05,2.1,1.21,0.79,1.12,0.19,0.84,1.44,58.1,0.61,13.55,4.98,36.8,6.1,5.08,2.37,1.86,0.33,0.0,1.16,3.26,2.1,0.05,59.46,3.17,17.23,27.75,17.27,1.58,48.38,0.05,0.09,50.0,0.09,0.05,30.54,138.0,72.82,3.77,1.07,0.33,0.84,0.51,38.74,33.38,86.2,2.14,0.0,1.16,1.16,0.09,0.0,0.05,0.0,5.96,0.84,1.58,34.6
6,bd6351cd,João Cancelo,Manchester City,Premier League,182,66,Fullback,Right,Portugal,27.58,João Cancelo - 27.58 - Manchester City,0.12,0.24,0.12,0.0,0.0,0.26,0.02,0.11,0.11,0.21,0.32,1.84,0.65,35.1,0.06,0.19,21.7,0.02,0.06,0.01,0.01,77.14,89.78,85.9,1399.92,420.69,36.03,38.72,93.1,31.77,36.01,88.2,8.72,12.76,68.3,1.39,7.25,2.71,0.45,7.42,81.02,8.76,1.6,0.36,7.95,2.56,2.61,0.05,0.02,0.0,0.0,62.9,13.12,13.77,10.51,68.81,2.23,7.11,0.22,0.36,1.08,2.68,1.48,2.83,2.35,0.1,0.17,0.19,0.02,0.0,0.45,0.31,0.02,0.02,0.07,0.02,0.0,2.42,1.41,1.22,0.74,0.45,1.34,2.94,45.5,1.6,11.32,4.0,35.3,4.29,4.19,2.85,1.63,0.14,0.0,2.32,4.74,1.6,0.02,101.64,2.59,18.05,56.03,34.12,2.75,93.11,1.75,2.94,59.3,1.89,0.36,72.09,319.13,169.13,8.95,3.33,0.77,0.77,0.93,76.98,74.44,96.7,2.78,0.0,1.34,0.67,0.1,0.0,0.0,0.0,9.6,1.44,1.34,51.7
7,1137759d,Sergi Canós,Brentford,Premier League,175,70,Fullback,Right,Spain,24.89,Sergi Canós - 24.89 - Brentford,0.14,0.14,0.14,0.0,0.0,0.34,0.0,0.14,0.14,0.09,0.23,1.58,0.55,34.8,0.09,0.25,15.8,0.07,0.09,0.0,0.0,19.99,34.21,58.4,364.6,170.93,9.89,12.64,78.3,7.15,10.79,66.2,2.61,7.97,32.8,0.82,1.99,1.37,0.48,3.98,30.85,3.37,0.69,0.21,5.36,1.17,2.54,1.03,0.69,0.21,0.0,17.86,5.98,10.37,4.33,26.86,1.03,1.65,0.07,0.07,0.89,1.86,1.72,1.86,1.51,0.14,0.14,0.07,0.0,0.0,0.34,0.27,0.0,0.0,0.07,0.0,0.0,2.75,0.82,1.58,0.69,0.48,1.1,3.09,35.6,1.99,20.89,4.95,23.7,9.48,7.83,3.57,1.79,0.07,0.0,1.37,4.12,1.58,0.0,46.51,2.61,12.57,20.54,16.76,2.82,43.35,1.17,2.06,56.7,1.24,0.27,29.47,168.87,106.63,5.63,1.65,0.62,0.96,1.1,32.02,26.38,82.4,2.47,0.0,1.37,0.82,0.0,0.0,0.0,0.07,8.24,0.41,1.37,23.1
8,2389cdc2,Matty Cash,Aston Villa,Premier League,185,76,Fullback,Right,Poland,24.38,Matty Cash - 24.38 - Aston Villa,0.03,0.03,0.03,0.0,0.0,0.21,0.03,0.04,0.04,0.07,0.12,0.77,0.18,24.0,0.04,0.17,19.9,0.0,0.06,-0.01,-0.01,31.42,44.43,70.7,625.77,260.4,12.52,14.18,88.3,13.53,17.15,78.9,4.97,11.78,42.2,0.71,2.55,0.8,0.4,2.58,34.43,10.0,1.29,0.0,5.37,1.5,2.55,0.03,0.0,0.0,0.0,21.2,8.65,14.58,3.62,28.66,2.61,8.68,0.03,0.06,1.2,1.29,2.39,1.44,1.01,0.21,0.09,0.03,0.03,0.06,0.12,0.06,0.06,0.0,0.0,0.0,0.0,3.16,1.75,1.84,1.17,0.15,1.38,2.79,49.5,1.41,16.23,4.94,30.4,8.5,6.08,1.66,2.88,0.49,0.0,2.58,5.74,3.38,0.06,57.96,5.16,20.56,25.99,14.82,2.03,48.24,0.46,0.8,57.7,0.46,0.0,28.2,166.74,83.77,3.65,1.23,0.43,0.64,0.95,30.35,27.52,90.7,2.09,0.03,1.17,1.1,0.09,0.0,0.09,0.0,7.46,1.32,1.69,43.9
9,197640fd,Timothy Castagne,Leicester City,Premier League,180,80,Fullback,Right,Belgium,26.06,Timothy Castagne - 26.06 - Leicester City,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.04,0.04,0.06,0.09,0.22,0.03,12.5,0.13,1.0,11.8,0.0,0.16,-0.01,-0.01,47.48,56.76,83.7,774.4,265.2,24.54,26.79,91.6,19.2,22.34,85.9,3.09,5.53,55.9,0.73,2.82,0.6,0.24,3.5,49.35,7.4,0.46,0.08,6.51,0.54,1.27,0.03,0.0,0.03,0.0,37.15,9.76,9.84,6.07,39.62,3.36,6.91,0.14,0.14,0.62,1.74,1.71,1.46,1.36,0.08,0.0,0.0,0.03,0.0,0.05,0.03,0.0,0.0,0.0,0.03,0.0,2.44,1.14,1.22,0.98,0.24,1.0,2.01,50.0,1.0,13.37,4.01,30.0,5.59,5.72,2.06,1.98,0.27,0.0,1.11,3.55,2.49,0.08,67.17,3.25,20.23,32.62,17.92,1.3,59.98,0.6,0.98,61.1,0.6,0.0,40.08,177.7,96.13,4.5,1.36,0.08,0.98,0.71,48.38,42.95,88.8,2.71,0.0,0.68,0.71,0.05,0.0,0.0,0.0,7.73,1.44,1.08,57.0
10,dc6f5bdd,Calum Chambers,Arsenal,Premier League,183,77,Fullback,Right,England,26.92,Calum Chambers - 26.92 - Arsenal,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.1,0.16,0.97,0.0,0.0,0.0,,16.3,0.0,0.07,-0.06,-0.06,51.35,63.15,81.3,933.96,280.51,22.8,25.15,90.7,22.24,26.44,84.1,5.74,9.87,58.2,1.05,2.75,1.05,0.65,3.32,53.61,9.54,1.13,0.08,6.31,1.05,2.83,0.0,0.0,0.0,0.0,40.43,11.89,10.84,3.07,47.55,2.75,8.41,0.08,0.08,0.97,1.37,2.02,1.62,1.46,0.0,0.08,0.08,0.0,0.0,0.32,0.24,0.0,0.08,0.0,0.0,0.0,1.46,0.73,0.81,0.49,0.16,0.65,1.46,44.4,0.81,11.16,3.4,30.4,6.23,3.48,1.46,2.51,0.49,0.0,1.62,3.07,4.69,0.08,75.2,5.42,27.98,31.46,19.65,2.18,65.82,0.32,0.73,44.4,0.32,0.16,43.18,172.97,99.46,3.8,1.62,0.08,0.73,0.73,48.03,44.88,93.4,1.94,0.0,0.89,0.4,0.08,0.0,0.0,0.0,9.87,2.43,1.78,57.7
11,d2424d1b,Ben Chilwell,Chelsea,Premier League,178,71,Fullback,Left,England,25.02,Ben Chilwell - 25.02 - Chelsea,0.18,0.11,0.18,0.0,0.0,0.07,0.0,0.16,0.16,0.12,0.28,1.49,0.44,29.3,0.12,0.42,16.3,0.0,0.1,0.03,0.03,46.02,58.86,78.2,735.97,236.28,24.56,27.07,90.7,17.72,21.75,81.4,2.95,7.57,38.9,1.2,1.46,0.95,0.36,3.09,47.47,11.39,0.95,0.0,6.04,1.02,2.76,1.78,1.16,0.25,0.04,37.07,9.2,12.59,41.18,7.13,1.46,8.66,0.04,0.15,0.69,1.27,2.11,2.4,1.46,0.51,0.11,0.11,0.18,0.04,0.29,0.18,0.04,0.04,0.0,0.04,0.0,1.86,1.2,0.73,0.84,0.29,0.58,1.42,41.0,0.84,14.73,4.58,31.1,5.86,5.97,2.91,2.18,0.07,0.0,1.42,3.27,2.36,0.04,71.63,2.29,17.61,27.17,31.18,3.6,60.9,0.55,1.35,40.5,0.69,0.04,44.2,210.92,112.74,5.27,1.75,0.55,1.31,1.09,51.91,45.8,88.2,3.78,0.0,1.46,1.82,0.36,0.0,0.04,0.0,6.44,1.09,1.35,44.8
12,0442183b,Nathaniel Clyne,Crystal Palace,Premier League,175,67,Fullback,Right,England,30.72,Nathaniel Clyne - 30.72 - Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.02,0.02,0.02,0.03,0.34,0.0,0.0,0.0,,21.1,0.0,0.05,-0.02,-0.02,28.6,39.2,73.0,480.62,212.3,13.29,15.31,86.8,11.94,14.97,79.8,2.36,7.07,33.3,0.34,1.35,0.84,0.34,1.51,28.26,10.93,0.67,0.0,4.88,0.5,1.18,0.0,0.0,0.0,0.0,19.01,8.24,11.94,1.68,25.57,0.84,10.26,0.17,0.17,0.84,1.18,2.02,0.5,0.34,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,1.01,1.68,0.5,0.0,1.01,2.19,46.2,1.18,10.6,2.19,20.6,7.57,2.36,0.67,2.36,0.34,0.0,1.51,3.7,3.2,0.0,49.63,3.53,18.67,22.71,10.6,0.5,38.69,0.0,0.34,0.0,0.0,0.0,20.02,94.04,46.93,1.68,0.84,0.0,0.34,0.5,23.38,22.04,94.2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.9,1.01,1.35,42.9
13,0420d84f,Séamus Coleman,Everton,Premier League,177,67,Fullback,Right,Republic of Ireland,33.21,Séamus Coleman - 33.21 - Everton,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.05,0.05,0.08,0.13,0.55,0.08,14.3,0.0,0.0,17.7,0.0,0.09,-0.05,-0.05,32.71,42.87,76.3,594.4,255.15,14.69,16.57,88.7,13.56,17.55,77.3,4.1,7.31,56.1,0.82,2.89,1.02,0.39,2.93,34.62,8.25,0.47,0.04,6.33,0.78,1.91,0.0,0.0,0.0,0.0,22.47,8.28,12.11,6.96,25.83,1.72,7.78,0.0,0.12,0.78,1.52,1.52,1.68,1.29,0.04,0.12,0.08,0.12,0.04,0.2,0.16,0.0,0.0,0.0,0.04,0.0,2.5,1.41,1.45,0.59,0.47,1.21,2.23,54.4,1.02,13.21,4.34,32.8,6.49,4.73,1.99,1.95,0.43,0.0,1.76,4.26,2.15,0.08,54.36,4.06,18.02,24.54,14.77,1.76,46.23,0.82,1.76,46.7,0.9,0.0,31.15,165.7,82.77,3.52,1.02,0.27,0.82,1.41,31.93,27.79,87.0,2.23,0.0,0.7,0.9,0.04,0.04,0.0,0.0,8.75,0.98,0.9,52.1
14,beb391dd,Maxwel Cornet,Burnley,Premier League,179,69,Fullback,Left,C&#244;te d'Ivoire,25.25,Maxwel Cornet - 25.25 - Burnley,0.29,0.14,0.29,0.0,0.0,0.19,0.05,0.13,0.13,0.07,0.2,1.16,0.72,62.5,0.25,0.4,17.2,0.05,0.11,0.16,0.16,37.61,47.99,78.4,643.62,250.16,18.73,21.2,88.4,15.02,19.12,78.5,3.24,5.99,54.0,0.82,2.41,0.92,0.58,3.24,41.72,6.28,0.53,0.14,5.89,1.21,1.83,0.29,0.29,0.0,0.0,31.63,7.87,8.5,31.19,8.26,1.69,5.46,0.14,0.05,0.43,2.12,1.11,1.69,1.26,0.14,0.05,0.19,0.05,0.0,0.39,0.29,0.0,0.0,0.05,0.05,0.0,2.12,1.16,0.92,0.82,0.39,0.72,1.5,48.4,0.77,12.46,3.38,27.1,4.2,5.17,3.09,1.26,0.14,0.0,1.88,4.01,2.85,0.1,59.87,2.03,16.56,29.6,16.85,2.08,53.69,0.58,1.35,42.9,0.58,0.0,34.72,169.14,95.26,4.68,1.16,0.34,1.16,0.77,45.39,35.68,78.6,4.54,0.05,0.87,0.97,0.48,0.05,0.0,0.0,8.69,2.08,2.08,50.0
15,fdf3cb77,Vladimír Coufal,West Ham,Premier League,174,70,Fullback,Right,Czech Republic,29.34,Vladimír Coufal - 29.34 - West Ham,0.0,0.22,0.0,0.0,0.0,0.11,0.03,0.04,0.04,0.14,0.18,0.55,0.19,35.0,0.0,0.0,16.9,0.0,0.07,-0.04,-0.04,37.95,53.55,70.9,645.96,313.95,18.01,20.69,87.0,15.79,20.99,75.2,3.48,9.46,36.8,1.11,2.43,1.13,0.55,3.71,42.18,11.37,0.94,0.03,6.06,0.83,2.9,0.08,0.08,0.0,0.0,24.86,12.06,16.62,5.81,33.19,3.15,10.34,0.19,0.3,1.02,1.69,1.83,2.13,1.49,0.41,0.03,0.08,0.06,0.06,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.63,0.89,1.02,0.47,0.14,0.69,1.77,39.1,1.08,13.33,3.82,28.6,6.8,4.51,2.02,1.99,0.17,0.0,1.05,2.68,3.29,0.0,63.56,4.37,18.97,26.33,21.6,1.52,52.5,0.5,0.77,64.3,0.5,0.03,32.03,170.85,80.24,3.26,1.11,0.3,0.8,0.47,36.9,33.05,89.6,1.8,0.03,1.05,1.05,0.03,0.0,0.0,0.0,10.29,1.47,1.36,52.0
16,4f974391,Aaron Cresswell,West Ham,Premier League,170,68,Fullback,Left,England,32.03,Aaron Cresswell - 32.03 - West Ham,0.03,0.19,0.03,0.0,0.0,0.08,0.0,0.03,0.03,0.18,0.21,0.6,0.11,18.2,0.05,0.25,22.9,0.33,0.05,0.0,0.0,49.92,64.63,77.2,939.35,426.24,22.09,24.66,89.6,20.37,24.0,84.9,6.72,13.79,48.7,1.72,4.23,1.01,0.38,4.83,51.58,13.05,2.18,0.03,5.54,1.94,2.35,2.65,0.93,1.53,0.08,37.3,11.82,15.51,50.13,3.85,1.42,8.22,0.19,0.38,1.12,1.77,1.01,2.65,1.28,1.17,0.03,0.14,0.03,0.0,0.38,0.14,0.19,0.0,0.05,0.0,0.0,0.93,0.44,0.46,0.41,0.05,0.38,0.9,42.4,0.52,6.64,2.24,33.7,3.47,2.54,0.63,1.42,0.41,0.0,1.2,2.13,2.59,0.0,72.06,4.51,21.49,33.07,21.71,0.76,58.98,0.14,0.41,33.3,0.14,0.0,41.45,187.75,94.67,3.69,1.67,0.11,0.3,0.27,45.14,43.36,96.1,0.98,0.0,0.49,0.41,0.03,0.0,0.0,0.0,8.49,1.15,0.76,60.0
17,67ca8566,Stuart Dallas,Leeds United,Premier League,183,81,Fullback,Right,Northern Ireland,30.68,Stuart Dallas - 30.68 - Leeds United,0.12,0.07,0.12,0.0,0.0,0.15,0.0,0.1,0.1,0.07,0.17,1.15,0.34,29.8,0.11,0.36,20.2,0.0,0.08,0.03,0.03,41.84,51.37,81.5,743.26,231.54,20.47,22.45,91.2,16.13,18.71,86.3,4.53,8.01,56.6,1.0,3.48,0.91,0.22,3.97,44.88,6.49,1.0,0.07,7.49,1.69,1.42,1.15,0.95,0.05,0.0,33.37,9.84,8.15,8.67,35.92,1.71,4.33,0.2,0.15,0.88,1.49,0.95,2.25,1.74,0.27,0.1,0.05,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.84,1.0,1.08,0.73,0.02,0.78,2.6,30.2,1.81,15.35,4.55,29.7,5.97,7.22,2.15,1.3,0.34,0.0,1.91,3.75,1.89,0.0,62.02,2.55,17.8,31.78,16.84,1.37,55.72,0.56,1.0,56.1,0.61,0.02,38.27,225.61,123.52,4.65,1.91,0.42,0.76,1.22,44.88,39.17,87.3,2.57,0.0,1.1,1.47,0.0,0.0,0.0,0.0,8.69,1.0,0.95,51.3
18,d9565625,Diogo Dalot,Manchester Utd,Premier League,184,76,Fullback,Right,Portugal,22.76,Diogo Dalot - 22.76 - Manchester Utd,0.05,0.05,0.05,0.0,0.0,0.42,0.0,0.07,0.07,0.07,0.14,0.84,0.42,50.0,0.06,0.13,19.5,0.0,0.09,-0.02,-0.02,39.06,50.94,76.7,823.46,314.18,14.2,16.57,85.7,17.1,21.33,80.2,7.5,11.67,64.3,0.63,3.22,1.32,0.58,4.17,41.86,9.08,0.69,0.11,5.81,2.48,2.96,0.26,0.0,0.16,0.0,28.45,9.03,13.46,5.44,33.99,2.38,8.13,0.11,0.32,1.11,1.95,1.32,1.69,1.43,0.05,0.11,0.05,0.0,0.05,0.26,0.21,0.0,0.0,0.0,0.0,0.05,3.01,1.43,2.01,0.79,0.21,1.48,2.59,57.1,1.11,14.09,3.48,24.7,7.28,5.07,1.74,1.64,0.32,0.0,1.79,4.8,3.75,0.0,63.18,4.01,19.58,31.72,16.52,1.69,54.32,0.74,1.43,51.9,0.84,0.0,35.21,204.65,126.84,5.38,1.95,0.63,1.0,0.53,38.32,35.0,91.3,1.95,0.0,2.01,0.26,0.16,0.0,0.0,0.0,7.81,1.79,0.58,75.6
19,44781702,Ben Davies,Tottenham,Premier League,170,76,Fullback,Left,Wales,28.67,Ben Davies - 28.67 - Tottenham,0.0,0.05,0.0,0.0,0.0,0.21,0.0,0.06,0.06,0.06,0.13,0.48,0.11,22.2,0.0,0.0,15.5,0.0,0.13,-0.06,-0.06,44.23,55.28,80.0,799.37,322.08,19.44,21.26,91.5,20.56,23.61,87.1,3.79,8.49,44.7,0.43,3.74,0.59,0.0,3.79,47.0,8.28,1.34,0.0,5.29,0.37,0.91,0.05,0.05,0.0,0.0,35.2,9.72,10.36,39.9,5.5,2.3,6.89,0.05,0.05,0.59,1.12,1.07,1.18,0.96,0.0,0.0,0.0,0.05,0.16,0.27,0.27,0.0,0.0,0.0,0.0,0.0,2.14,1.18,1.01,0.59,0.53,0.59,1.66,35.5,1.07,11.22,3.42,30.5,5.61,3.9,1.71,1.28,0.21,0.0,1.34,3.47,3.79,0.0,65.06,4.59,23.13,33.17,13.19,1.18,57.15,0.37,0.69,53.8,0.43,0.0,38.72,186.09,108.37,4.97,1.66,0.11,0.32,0.37,43.37,40.86,94.2,1.01,0.0,1.28,0.8,0.11,0.0,0.05,0.0,6.52,1.5,1.18,56.0
20,1b84dbe1,Lucas Digne,Everton,Premier League,178,74,Fullback,Left,France,28.43,Lucas Digne - 28.43 - Everton,0.0,0.09,0.0,0.0,0.0,0.17,0.0,0.02,0.02,0.15,0.18,0.54,0.03,5.3,0.0,0.0,22.2,0.14,0.04,-0.02,-0.02,36.91,51.83,71.2,651.71,292.91,17.49,20.31,86.1,15.09,19.74,76.4,3.51,8.89,39.5,1.46,1.74,1.11,0.63,3.31,39.97,11.86,1.71,0.0,7.57,1.63,3.49,1.63,0.66,0.74,0.06,24.8,11.86,15.17,35.8,2.23,3.46,8.51,0.06,0.26,1.37,1.77,1.77,2.4,1.69,0.57,0.03,0.03,0.09,0.0,0.17,0.09,0.06,0.0,0.03,0.0,0.0,2.74,1.4,1.91,0.43,0.4,1.29,1.83,70.3,0.54,13.17,3.51,26.7,6.37,4.31,2.49,1.97,0.2,0.0,1.6,4.34,2.83,0.0,63.11,3.57,18.94,25.09,22.34,1.14,51.54,0.51,0.83,62.1,0.54,0.03,30.4,147.43,79.4,3.31,1.46,0.09,0.83,0.91,36.57,31.2,85.3,2.71,0.0,1.17,1.0,0.11,0.0,0.0,0.03,9.49,2.69,1.34,66.7
