,player_id,name,club,league,height_cm,weight_kg,position,foot,country,age,PD_Info,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Goals/Shot on target
59,5eecec3d,John Stones,Manchester City,Premier League,188,70,Center Back,Right,England,27.56,John Stones - 27.56 - Manchester City,0.17,0.0,0.17,0.0,0.0,0.03,0.03,0.11,0.11,0.0,0.11,0.67,0.27,40.0,0.25,10.7,0.0,0.16,0.06,0.06,70.61,74.47,94.8,1406.84,379.46,25.11,26.18,95.9,35.32,36.39,97.1,9.81,11.24,87.3,0.07,4.89,0.17,0.0,3.29,73.3,1.16,0.8,0.03,6.49,1.5,0.07,0.0,0.0,0.0,0.0,65.35,3.99,5.12,9.88,61.36,1.63,0.33,0.13,0.03,0.5,0.53,0.5,0.67,0.53,0.0,0.0,0.07,0.07,0.0,0.07,0.03,0.0,0.0,0.03,0.0,0.0,0.73,0.5,0.5,0.17,0.07,0.2,0.5,40.0,0.3,5.62,2.33,41.4,2.76,2.36,0.5,1.16,0.67,0.0,0.8,1.53,3.66,0.03,81.95,8.31,31.33,52.45,4.96,0.93,80.85,0.27,0.37,72.7,0.3,0.03,61.43,434.27,255.96,8.85,1.2,0.0,0.2,0.07,67.52,66.42,98.4,0.3,0.0,0.4,0.63,0.03,0.0,0.0,0.03,7.18,2.39,0.7,77.4,0.63
60,f4d296e4,Pascal Struijk,Leeds United,Premier League,190,78,Center Back,Left,Netherlands,22.36,Pascal Struijk - 22.36 - Leeds United,0.03,0.0,0.03,0.0,0.0,0.17,0.03,0.08,0.08,0.01,0.09,0.48,0.14,28.6,0.07,9.2,0.0,0.16,-0.04,-0.04,46.93,53.88,87.1,1016.55,276.23,12.57,13.91,90.3,26.37,28.13,93.8,7.51,10.78,69.6,0.24,2.03,0.1,0.0,2.55,51.92,1.96,1.24,0.0,5.13,1.27,0.03,0.07,0.0,0.0,0.07,40.77,5.37,7.75,39.9,9.33,2.72,0.65,0.14,0.07,0.83,1.24,1.38,0.69,0.52,0.0,0.0,0.03,0.03,0.1,0.1,0.07,0.0,0.0,0.0,0.0,0.03,2.75,1.58,1.62,0.96,0.17,0.76,1.34,56.4,0.59,17.56,5.78,32.9,8.95,7.4,1.21,2.38,1.0,0.0,2.13,4.89,3.96,0.03,66.31,9.57,38.94,27.41,3.86,0.65,64.35,0.14,0.21,66.7,0.14,0.0,36.32,215.67,124.95,1.38,0.1,0.0,0.17,0.52,43.55,41.63,95.6,0.41,0.0,1.38,0.38,0.03,0.0,0.0,0.0,9.81,2.13,1.86,53.4,0.25
61,15ea812b,James Tarkowski,Burnley,Premier League,185,81,Center Back,Right,England,29.09,James Tarkowski - 29.09 - Burnley,0.05,0.05,0.05,0.0,0.0,0.26,0.0,0.08,0.08,0.02,0.11,0.67,0.21,30.8,0.08,8.1,0.0,0.12,-0.03,-0.03,23.49,32.54,72.2,591.64,241.64,5.95,7.69,77.3,10.46,12.87,81.3,6.92,11.41,60.7,0.26,2.69,0.41,0.05,2.46,31.72,0.82,0.69,0.05,5.69,1.56,0.13,0.0,0.0,0.0,0.0,15.51,4.13,12.9,4.08,21.15,4.31,0.13,0.1,0.21,1.05,0.64,0.67,0.74,0.54,0.08,0.0,0.05,0.05,0.03,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.92,1.1,1.44,0.36,0.13,0.77,1.36,56.6,0.59,7.21,2.72,37.7,4.9,2.0,0.31,2.21,1.54,0.08,1.97,3.9,6.03,0.03,45.82,7.62,23.56,20.51,3.77,1.9,45.05,0.33,0.44,76.5,0.36,0.0,18.77,101.26,51.85,1.15,0.21,0.0,0.41,0.18,22.74,21.05,92.6,0.31,0.0,1.0,0.97,0.08,0.0,0.0,0.0,10.41,4.92,2.15,69.6,0.25
62,e7ca0439,James Tomkins,Crystal Palace,Premier League,190,81,Center Back,Right,England,32.72,James Tomkins - 32.72 - Crystal Palace,0.09,0.0,0.09,0.0,0.0,0.18,0.0,0.06,0.06,0.05,0.11,0.46,0.18,40.0,0.2,10.2,0.0,0.14,0.03,0.03,32.62,38.99,83.6,772.85,220.1,6.84,7.67,89.2,18.11,19.4,93.3,7.48,11.18,66.9,0.28,1.57,0.0,0.0,0.83,36.96,2.03,1.85,0.0,3.97,1.11,0.0,0.0,0.0,0.0,0.0,27.17,2.68,9.15,5.73,30.03,2.22,0.0,0.28,0.0,0.65,0.55,0.83,0.55,0.46,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.02,1.02,0.65,0.0,0.92,1.11,83.3,0.18,6.93,2.31,33.3,4.8,2.13,0.0,1.76,0.92,0.0,1.29,2.96,5.91,0.0,49.34,13.21,34.56,14.69,1.11,1.02,47.31,0.18,0.18,100.0,0.18,0.0,23.93,104.97,50.82,1.02,0.0,0.0,0.0,0.0,29.48,28.28,95.9,0.18,0.0,0.92,0.28,0.0,0.0,0.09,0.0,7.3,2.31,1.57,59.5,0.5
63,7ed4921e,William Troost Ekong,Watford,Premier League,191,82,Center Back,Right,Nigeria,28.3,William Troost Ekong - 28.3 - Watford,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.01,0.01,0.01,0.01,0.14,0.0,0.0,0.0,21.8,0.0,0.05,-0.01,-0.01,29.3,37.06,79.1,771.19,244.06,4.13,5.04,81.9,16.43,18.32,89.7,8.67,13.22,65.6,0.07,1.96,0.07,0.0,2.17,36.01,1.05,0.91,0.0,3.71,1.89,0.07,0.0,0.0,0.0,0.0,23.57,2.8,10.7,4.13,29.16,2.38,0.14,0.07,0.07,0.84,0.77,0.98,0.28,0.21,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.7,0.63,0.49,0.0,0.42,0.77,54.5,0.35,6.71,2.59,38.5,3.85,2.66,0.21,1.89,0.91,0.07,1.33,2.45,5.73,0.07,46.85,9.86,30.77,17.41,1.12,0.28,45.8,0.07,0.14,50.0,0.07,0.0,23.71,147.76,95.17,1.54,0.14,0.0,0.0,0.0,27.97,27.48,98.3,0.14,0.0,1.19,0.07,0.07,0.0,0.07,0.0,7.55,2.24,0.91,71.1,
64,2baec6ce,Axel Tuanzebe,Aston Villa,Premier League,185,78,Center Back,Right,England,24.1,Axel Tuanzebe - 24.1 - Aston Villa,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.02,0.02,0.01,0.03,0.18,0.09,50.0,0.0,7.0,0.0,0.09,-0.02,-0.02,44.12,49.38,89.4,906.48,226.49,13.83,14.71,94.0,22.5,24.34,92.4,7.18,9.28,77.4,0.09,1.23,0.09,0.0,1.84,47.89,1.49,1.14,0.0,4.29,1.31,0.09,0.0,0.0,0.0,0.0,40.27,4.29,4.82,4.64,41.06,2.54,0.35,0.26,0.09,0.79,0.96,0.96,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.05,1.23,0.44,0.09,0.79,1.31,60.0,0.53,10.33,2.98,28.8,5.78,4.03,0.53,2.19,1.23,0.0,1.23,2.98,3.5,0.18,58.83,9.11,33.62,26.7,2.36,0.26,57.43,0.0,0.18,0.0,0.0,0.0,35.19,196.55,91.4,2.36,0.18,0.0,0.35,0.0,39.83,38.7,97.1,0.35,0.0,1.23,0.79,0.0,0.0,0.0,0.09,8.58,1.93,1.66,53.7,0.0
65,9f8e9423,Raphaël Varane,Manchester Utd,Premier League,194,83,Center Back,Right,France,28.65,Raphaël Varane - 28.65 - Manchester Utd,0.07,0.04,0.07,0.0,0.0,0.14,0.0,0.06,0.06,0.01,0.07,0.53,0.11,20.0,0.13,9.5,0.0,0.12,0.01,0.01,54.6,59.3,92.1,1263.53,346.22,12.11,13.07,92.6,30.56,31.8,96.1,11.68,13.68,85.4,0.14,4.02,0.07,0.0,2.88,57.8,1.5,1.18,0.07,5.41,2.56,0.0,0.0,0.0,0.0,0.0,47.19,5.13,6.98,23.29,32.3,2.1,0.28,0.11,0.0,0.68,0.85,0.78,0.5,0.46,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.78,0.5,0.39,0.28,0.11,0.28,0.61,47.1,0.32,7.16,2.42,33.8,3.92,2.67,0.57,1.5,0.71,0.0,1.53,2.32,5.91,0.0,69.56,9.44,35.15,37.25,2.96,0.78,68.13,0.25,0.43,58.3,0.25,0.0,45.69,335.03,165.08,3.45,0.82,0.0,0.21,0.0,50.36,49.01,97.3,0.04,0.0,0.46,0.32,0.0,0.0,0.0,0.0,8.65,2.64,1.0,72.5,0.67
66,1900032e,Jannik Vestergaard,Leicester City,Premier League,199,98,Center Back,Right,Denmark,29.38,Jannik Vestergaard - 29.38 - Leicester City,0.0,0.0,0.0,0.0,0.0,0.22,0.04,0.08,0.08,0.01,0.09,0.67,0.18,26.7,0.0,8.3,0.0,0.13,-0.08,-0.08,48.49,56.14,86.4,1033.51,364.23,15.88,17.08,93.0,24.91,27.14,91.8,7.43,11.17,66.5,0.22,2.54,0.18,0.0,2.45,54.68,1.47,1.38,0.04,7.74,2.05,0.09,0.0,0.0,0.0,0.0,42.26,4.0,9.88,12.06,39.86,2.67,0.0,0.18,0.18,0.76,1.38,0.71,0.58,0.44,0.0,0.0,0.09,0.04,0.0,0.09,0.0,0.0,0.0,0.04,0.04,0.0,2.54,1.51,1.87,0.58,0.09,1.29,2.45,52.7,1.16,8.27,3.07,37.1,5.61,2.36,0.31,1.51,0.8,0.0,1.65,4.18,6.01,0.04,68.02,11.61,38.26,31.19,2.89,1.33,66.64,0.36,0.58,61.5,0.4,0.04,40.75,235.34,122.74,2.98,0.53,0.0,0.27,0.04,46.09,44.44,96.4,0.09,0.0,0.76,0.36,0.0,0.04,0.04,0.0,9.65,3.56,1.74,67.2,0.0
67,c40b6180,Adam Webster,Brighton,Premier League,192,80,Center Back,Right,England,26.95,Adam Webster - 26.95 - Brighton,0.05,0.0,0.05,0.0,0.0,0.23,0.0,0.03,0.03,0.0,0.03,0.64,0.14,21.4,0.07,13.2,0.0,0.04,0.02,0.02,56.13,66.87,83.9,1194.88,430.22,16.16,18.4,87.8,30.38,33.69,90.2,9.09,13.26,68.5,0.09,4.86,0.18,0.0,4.13,64.76,2.11,0.83,0.0,8.17,1.97,0.18,0.0,0.0,0.0,0.0,50.35,5.42,11.11,14.27,45.62,3.53,1.29,0.14,0.05,1.38,1.51,1.42,0.6,0.5,0.0,0.0,0.05,0.05,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.38,0.83,0.87,0.37,0.14,0.55,1.29,42.9,0.73,8.58,3.26,38.0,4.36,3.35,0.87,2.29,0.87,0.0,1.74,3.12,5.19,0.05,78.71,9.09,41.03,37.91,8.17,0.78,76.69,0.46,0.6,76.9,0.46,0.0,50.99,340.86,228.01,6.1,2.39,0.05,0.64,0.41,55.67,54.57,98.0,0.14,0.0,1.24,0.6,0.0,0.0,0.0,0.0,10.6,3.44,1.61,68.2,0.33
68,35e413f1,Ben White,Arsenal,Premier League,175,74,Center Back,Right,England,24.2,Ben White - 24.2 - Arsenal,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.02,0.02,0.02,0.04,0.32,0.0,0.0,0.0,15.6,0.0,0.07,-0.02,-0.02,41.7,48.96,85.2,888.92,275.09,12.77,14.01,91.1,21.47,23.66,90.7,7.17,10.31,69.6,0.29,3.27,0.34,0.03,2.98,47.03,1.93,0.84,0.08,4.8,1.19,0.4,0.0,0.0,0.0,0.0,37.06,4.01,7.89,4.38,40.96,1.53,1.08,0.13,0.08,0.98,1.06,1.19,0.74,0.63,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.16,0.79,0.76,0.37,0.03,0.47,1.24,38.3,0.76,9.13,3.22,35.3,4.38,3.82,0.92,1.95,0.76,0.0,1.82,2.98,2.59,0.05,57.93,6.59,27.88,29.09,5.51,0.69,56.08,0.47,0.95,50.0,0.58,0.03,39.07,220.73,125.43,3.03,1.03,0.05,0.26,0.4,40.96,39.49,96.4,0.32,0.03,0.9,0.61,0.03,0.0,0.03,0.0,7.86,1.64,1.27,56.4,
69,ce4246f5,Kurt Zouma,West Ham,Premier League,190,92,Center Back,Right,France,27.15,Kurt Zouma - 27.15 - West Ham,0.09,0.0,0.09,0.0,0.0,0.13,0.0,0.06,0.06,0.0,0.06,0.9,0.27,30.0,0.1,11.3,0.0,0.06,0.03,0.03,49.64,54.92,90.4,997.48,285.77,16.58,17.29,95.9,26.88,28.76,93.5,5.91,8.47,69.8,0.04,1.79,0.13,0.0,1.97,53.76,1.16,1.08,0.04,4.52,1.16,0.09,0.0,0.0,0.0,0.0,44.4,3.63,6.9,12.05,38.17,2.91,0.09,0.22,0.04,0.72,0.31,0.18,0.31,0.22,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.54,0.63,0.13,0.04,0.31,0.54,58.3,0.22,5.15,1.84,35.7,2.82,1.93,0.4,0.85,0.67,0.0,1.75,2.55,5.42,0.09,65.09,10.8,33.82,33.02,3.18,1.12,64.06,0.09,0.13,66.7,0.09,0.0,42.29,237.92,138.52,3.32,0.99,0.0,0.22,0.18,46.68,45.83,98.2,0.22,0.0,0.9,0.4,0.0,0.0,0.0,0.0,8.11,3.4,1.39,71.0,0.33
70,32c2d95f,Yunis Abdelhamid,Reims,Ligue 1,190,84,Center Back,Left,Morocco,34.23,Yunis Abdelhamid - 34.23 - Reims,0.09,0.0,0.09,0.0,0.0,0.18,0.03,0.05,0.05,0.01,0.06,0.62,0.21,33.3,0.14,13.7,0.0,0.08,0.04,0.04,43.46,50.97,85.3,951.58,329.91,10.76,12.26,87.8,25.45,27.65,92.0,7.04,10.12,69.6,0.23,2.23,0.12,0.0,2.64,48.39,2.58,2.35,0.0,5.37,1.29,0.03,0.0,0.0,0.0,0.0,39.59,3.93,7.45,34.72,13.02,1.76,0.23,0.09,0.06,0.85,1.14,0.97,0.56,0.47,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.44,1.47,0.56,0.03,0.41,0.76,53.8,0.35,12.49,5.1,40.8,7.92,3.93,0.65,1.73,0.76,0.06,2.79,4.84,4.34,0.0,62.29,7.92,37.04,27.74,2.2,1.0,59.91,0.62,0.91,67.7,0.65,0.06,40.65,239.33,129.0,2.17,0.44,0.03,0.23,0.32,41.11,39.91,97.1,0.29,0.0,1.29,0.82,0.0,0.0,0.0,0.0,7.98,2.58,1.64,61.1,0.43
71,288e1e13,Nayef Aguerd,Rennes,Ligue 1,188,76,Center Back,Left,Morocco,25.72,Nayef Aguerd - 25.72 - Rennes,0.05,0.03,0.05,0.0,0.0,0.15,0.0,0.07,0.07,0.01,0.07,0.77,0.15,20.0,0.07,8.7,0.0,0.09,-0.02,-0.02,66.14,72.14,91.7,1410.87,488.35,20.05,20.95,95.7,33.33,34.64,96.2,12.22,15.8,77.4,0.05,3.55,0.05,0.0,3.29,70.31,1.83,1.7,0.03,4.99,2.11,0.08,0.0,0.0,0.0,0.0,61.66,3.35,7.13,62.69,6.18,1.67,0.13,0.05,0.05,0.64,0.82,0.62,0.28,0.23,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.18,0.69,0.88,0.31,0.0,0.33,0.8,41.9,0.46,7.31,2.7,37.0,4.07,2.96,0.28,1.29,0.67,0.0,1.42,2.6,5.79,0.03,82.92,9.21,39.74,46.12,1.83,1.08,81.22,0.23,0.28,81.8,0.23,0.0,57.29,274.84,151.2,2.73,0.15,0.0,0.15,0.18,63.34,62.26,98.3,0.1,0.0,0.72,0.57,0.03,0.0,0.05,0.0,7.98,3.76,1.34,73.7,0.33
72,114bbdee,Loïc Bade,Rennes,Ligue 1,191,86,Center Back,Right,France,21.69,Loïc Bade - 21.69 - Rennes,0.0,0.0,0.0,0.0,0.0,0.39,0.04,0.02,0.02,0.02,0.03,0.44,0.04,10.0,0.0,15.1,0.0,0.04,-0.02,-0.02,60.87,67.11,90.7,1396.48,383.37,14.22,15.04,94.5,32.83,34.71,94.6,13.39,16.61,80.6,0.26,3.01,0.13,0.13,2.83,65.63,1.48,1.31,0.0,5.97,2.4,0.22,0.0,0.0,0.0,0.0,56.86,2.44,7.81,5.36,58.17,2.27,0.13,0.17,0.09,1.26,0.87,0.87,0.57,0.48,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.92,1.22,0.35,0.0,0.57,1.26,44.8,0.7,8.63,2.75,31.8,5.63,2.92,0.09,1.57,0.7,0.0,1.31,2.88,7.98,0.13,80.15,12.34,44.26,40.33,1.88,0.48,78.79,0.57,0.7,81.3,0.57,0.0,55.12,400.55,236.6,4.62,0.61,0.09,0.39,0.26,57.95,56.73,97.9,0.0,0.04,1.09,0.26,0.04,0.0,0.0,0.0,8.9,3.62,2.09,63.4,0.0
73,06df8256,Benoît Badiashile,Monaco,Ligue 1,182,67,Center Back,Left,France,20.73,Benoît Badiashile - 20.73 - Monaco,0.0,0.07,0.0,0.0,0.0,0.28,0.0,0.03,0.03,0.05,0.08,0.49,0.03,7.1,0.0,12.4,0.0,0.07,-0.03,-0.03,65.31,74.91,87.2,1444.23,469.66,15.92,17.34,91.8,37.35,40.16,93.0,11.9,16.96,70.1,0.17,6.24,0.17,0.0,5.55,73.49,1.42,1.14,0.07,5.86,2.36,0.1,0.0,0.0,0.0,0.0,58.51,5.83,10.58,59.34,10.61,2.91,0.28,0.03,0.14,1.39,1.35,0.8,0.8,0.73,0.0,0.0,0.03,0.03,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.25,0.83,0.66,0.59,0.0,0.38,0.94,40.7,0.55,7.08,2.64,37.3,3.47,3.33,0.28,1.32,0.52,0.0,2.19,3.43,5.62,0.0,85.6,8.53,34.72,52.99,2.12,0.73,84.28,0.21,0.24,85.7,0.21,0.0,53.79,255.85,147.05,4.23,0.38,0.0,0.21,0.14,62.43,61.39,98.3,0.31,0.0,1.21,0.55,0.07,0.0,0.03,0.0,11.69,3.26,1.14,74.0,0.0
74,7c3ed041,Leonardo Balerdi,Marseille,Ligue 1,193,96,Center Back,Right,Argentina,22.89,Leonardo Balerdi - 22.89 - Marseille,0.04,0.0,0.04,0.0,0.0,0.34,0.09,0.04,0.04,0.0,0.04,0.39,0.09,22.2,0.11,9.6,0.0,0.11,0.0,0.0,63.09,69.89,90.3,1316.67,352.12,19.64,20.8,94.4,33.16,35.14,94.4,9.86,12.66,77.9,0.09,2.97,0.0,0.0,2.71,67.18,2.71,2.24,0.0,6.37,1.94,0.04,0.0,0.0,0.0,0.0,56.97,4.61,8.31,6.5,59.9,2.2,0.43,0.09,0.0,0.73,0.95,1.16,0.47,0.26,0.04,0.04,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,1.03,1.33,0.3,0.13,0.6,2.07,29.2,1.46,11.97,4.61,38.5,6.98,4.35,0.65,1.81,0.65,0.0,2.54,4.31,4.31,0.09,80.87,9.0,40.39,42.72,2.28,0.6,78.46,0.6,0.73,82.4,0.6,0.0,55.77,270.73,139.91,3.57,0.52,0.0,0.3,0.6,58.74,56.76,96.6,0.04,0.0,1.55,1.33,0.09,0.0,0.0,0.0,9.82,2.02,1.59,56.0,0.5
75,2db2fd7b,Jérôme Boateng,Lyon,Ligue 1,192,90,Center Back,Right,Germany,33.3,Jérôme Boateng - 33.3 - Lyon,0.03,0.07,0.03,0.0,0.0,0.34,0.0,0.01,0.01,0.06,0.07,0.24,0.13,57.1,0.14,21.0,0.0,0.04,0.02,0.02,61.63,68.65,89.8,1500.08,446.29,11.3,11.98,94.4,34.61,36.47,94.9,15.48,19.6,79.0,0.37,6.51,0.44,0.07,5.36,66.79,1.86,1.52,0.24,4.89,1.89,0.24,0.0,0.0,0.0,0.0,54.88,4.25,9.51,18.18,47.09,2.06,0.34,0.24,0.2,0.61,1.01,0.57,0.81,0.74,0.03,0.0,0.0,0.0,0.03,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.21,0.67,0.74,0.44,0.03,0.54,1.42,38.1,0.88,8.3,3.04,36.6,3.95,4.05,0.3,1.11,0.54,0.03,2.33,3.54,4.79,0.0,77.96,8.33,34.41,46.38,2.53,0.54,76.17,0.2,0.24,85.7,0.2,0.03,54.34,301.95,158.68,5.06,0.51,0.03,0.2,0.1,57.08,56.71,99.3,0.17,0.0,1.21,0.27,0.0,0.0,0.0,0.0,8.3,1.48,0.54,73.3,0.25
76,ccce7025,Sven Botman,Lille,Ligue 1,195,86,Center Back,Left,Netherlands,21.93,Sven Botman - 21.93 - Lille,0.03,0.0,0.03,0.0,0.0,0.08,0.0,0.04,0.04,0.0,0.04,0.54,0.19,35.0,0.05,11.6,0.03,0.07,-0.01,-0.01,57.12,64.95,87.9,1238.7,431.21,18.28,19.26,94.9,27.39,29.62,92.5,11.15,15.23,73.2,0.08,3.94,0.11,0.0,3.78,62.69,2.26,2.01,0.03,5.03,1.77,0.0,0.0,0.0,0.0,0.0,50.78,4.79,9.38,47.95,12.62,2.64,0.24,0.11,0.14,0.65,1.2,0.92,0.24,0.19,0.0,0.0,0.0,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.17,0.71,0.71,0.44,0.03,0.33,0.76,42.9,0.44,7.21,2.53,35.1,4.46,2.56,0.19,1.63,0.71,0.0,1.31,2.48,5.22,0.03,74.88,9.71,39.33,37.4,1.74,0.82,72.81,0.16,0.19,85.7,0.16,0.0,46.78,233.39,120.19,3.13,0.46,0.0,0.35,0.16,54.02,52.44,97.1,0.14,0.0,0.49,0.71,0.03,0.0,0.05,0.0,9.44,2.8,1.33,67.8,0.14
77,edd81e2a,Dylan Bronn,Metz,Ligue 1,185,76,Center Back,Right,Tunisia,26.5,Dylan Bronn - 26.5 - Metz,0.05,0.03,0.05,0.0,0.0,0.29,0.03,0.04,0.04,0.01,0.04,0.42,0.21,50.0,0.13,16.9,0.03,0.09,0.02,0.02,40.26,47.7,84.4,875.01,311.0,11.69,12.72,91.9,20.71,21.93,94.5,7.47,12.14,61.5,0.21,2.72,0.13,0.05,2.37,45.12,2.59,2.19,0.08,4.25,1.27,0.16,0.0,0.0,0.0,0.0,36.36,3.06,8.29,4.17,40.98,1.77,0.37,0.03,0.16,0.71,0.82,1.03,0.61,0.53,0.0,0.03,0.03,0.0,0.03,0.05,0.03,0.0,0.0,0.03,0.0,0.0,1.9,1.29,1.16,0.71,0.03,0.69,1.29,53.1,0.61,11.35,4.54,40.0,6.17,4.78,0.4,1.58,0.55,0.03,1.77,3.67,3.61,0.11,56.62,5.65,29.71,29.18,2.06,0.45,54.12,0.45,0.55,81.0,0.45,0.0,36.86,191.27,118.68,2.61,0.45,0.0,0.16,0.42,37.39,36.54,97.7,0.11,0.03,1.06,0.34,0.08,0.0,0.03,0.0,8.1,1.35,1.29,51.0,0.25
78,94f8d10c,Duje Ćaleta Car,Marseille,Ligue 1,188,78,Center Back,Right,Croatia,25.26,Duje Ćaleta Car - 25.26 - Marseille,0.03,0.03,0.03,0.0,0.0,0.24,0.03,0.02,0.02,0.03,0.05,0.24,0.07,28.6,0.14,7.7,0.0,0.06,0.02,0.02,60.66,68.36,88.7,1330.27,421.35,17.34,18.59,93.3,32.5,34.34,94.6,10.37,14.74,70.4,0.21,3.19,0.14,0.0,2.88,65.9,2.46,1.98,0.17,3.64,2.39,0.0,0.0,0.0,0.0,0.0,54.45,4.4,9.5,17.76,46.72,2.19,0.42,0.17,0.14,1.25,0.76,0.87,0.35,0.31,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.11,0.59,0.76,0.31,0.03,0.49,1.08,45.2,0.59,6.66,2.19,32.8,3.75,2.64,0.28,1.39,0.52,0.03,1.32,2.43,4.58,0.03,77.03,10.44,43.08,37.11,1.39,0.42,74.67,0.07,0.07,100.0,0.07,0.0,50.25,246.31,129.88,2.67,0.17,0.0,0.24,0.07,58.54,57.47,98.2,0.07,0.0,0.97,0.28,0.0,0.0,0.0,0.03,7.49,2.22,0.69,76.2,0.5
79,e0f3a1f6,Jean Charles Castelletto,Nantes,Ligue 1,185,72,Center Back,Right,Cameroon,26.89,Jean Charles Castelletto - 26.89 - Nantes,0.07,0.0,0.07,0.0,0.0,0.23,0.0,0.06,0.06,0.01,0.07,0.53,0.2,37.5,0.13,7.5,0.0,0.13,0.0,0.0,30.41,36.17,84.1,624.38,221.12,9.85,10.78,91.4,15.67,17.3,90.6,4.56,7.39,61.7,0.17,2.36,0.07,0.0,2.3,34.17,2.0,1.43,0.03,3.79,0.57,0.1,0.0,0.0,0.0,0.0,26.25,2.7,7.22,3.29,29.15,2.13,0.57,0.03,0.03,0.67,0.43,0.77,0.4,0.33,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.83,1.06,0.4,0.07,0.67,1.26,52.6,0.6,7.89,2.26,28.7,5.06,2.6,0.23,1.5,0.73,0.07,1.5,3.03,5.16,0.0,46.18,4.26,23.99,22.46,2.0,0.7,44.25,0.17,0.17,100.0,0.17,0.0,25.09,116.25,59.66,1.7,0.17,0.03,0.17,0.07,25.69,24.85,96.8,0.03,0.0,1.36,0.3,0.03,0.0,0.0,0.0,8.62,2.66,1.36,66.1,0.33
